request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_187,37452.86,affordable_later,wait,2024-11-13:187500,2024-11-13,none,"Wait until 13 November 2024, then pay INR 187500 in full; paying sooner would put the INR 128300 minimum at risk."
request_188,110.18,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 04 March 2025. No eligible option keeps the EUR 900 minimum protected.
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Pay EUR 488.4 today. This keeps at least EUR 400 available over the next 90 days.
request_190,535.6,affordable_later,wait,2024-12-15:2557.5,2024-12-15,none,"Wait until 15 December 2024, then pay EUR 2557.5 in full; paying sooner would put the EUR 1600 minimum at risk."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Pay EUR 664.4 today. This keeps at least EUR 500 available over the next 90 days.
request_192,164.01,affordable_later,wait,2026-04-20:2046,2026-04-20,none,"Wait until 20 April 2026, then pay USD 2046 in full; paying sooner would put the USD 1000 minimum at risk."
request_193,32.37,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-04-17,none,"Use 3 installments of EUR 420.23, starting 21 March 2024. This keeps at least EUR 1000 available."
request_194,33779.44,affordable_later,wait,2025-10-24:132800,2025-10-24,none,"Wait until 24 October 2025, then pay INR 132800 in full; paying sooner would put the INR 113600 minimum at risk."
request_195,963.1,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-02-13,reduce_to:event_17957:13,"Adjust flexible spending, then use 3 installments of EUR 405.74, starting 09 January 2026. This keeps at least EUR 700 available."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.3 today. This keeps at least EUR 500 available over the next 90 days.
request_197,0,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 21 January 2026. No eligible option keeps the IDR 26245900 minimum protected.
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Pay INR 185800 today. This keeps at least INR 124300 available over the next 90 days.
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8206986.67, starting 07 September 2024. This keeps at least IDR 25359500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,Pay IDR 21717000 today. This keeps at least IDR 20114600 available over the next 90 days.
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Pay IDR 23997000 today. This keeps at least IDR 17304500 available over the next 90 days.
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Pay INR 123900 today. This keeps at least INR 147800 available over the next 90 days.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 10 May 2025. This keeps at least EUR 1400 available."
request_204,566.9,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,reduce_to:event_18827:33,"Adjust flexible spending, then pay EUR 588.74 today. This keeps at least EUR 1300 available over the next 90 days."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Pay IDR 10621000 today. This keeps at least IDR 13994300 available over the next 90 days.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 03 August 2025. This keeps at least EUR 900 available."
request_207,4550.44,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Wait until 15 July 2026, then pay ZAR 11830 in full; paying sooner would put the ZAR 13600 minimum at risk."
request_208,3131982.9,affordable_later,wait,2024-06-14:4413000,2024-06-14,none,"Wait until 14 June 2024, then pay IDR 4413000 in full; paying sooner would put the IDR 10470700 minimum at risk."
request_209,1708.12,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 25 November 2025. No eligible option keeps the ZAR 18400 minimum protected.
request_210,984.62,affordable_with_plan,partial_payment,2026-04-06:984.62|2026-04-14:375.4,2026-04-14,none,Pay USD 984.62 today and the remaining USD 375.4 on 14 April 2026; the minimum balance remains protected.
request_211,269.41,affordable_later,wait,2024-10-14:1788.6,2024-10-14,none,"Wait until 14 October 2024, then pay EUR 1788.6 in full; paying sooner would put the EUR 1500 minimum at risk."
request_212,3899792.75,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 28 February 2025. No eligible option keeps the IDR 29579800 minimum protected.
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1165.63, starting 21 January 2026. This keeps at least USD 2100 available."
request_214,43712.42,affordable_with_plan,partial_payment,2024-12-04:43712.42|2024-12-16:26037.58,2024-12-16,none,Pay INR 43712.42 today and the remaining INR 26037.58 on 16 December 2024; the minimum balance remains protected.
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10395.15, starting 09 May 2025. This keeps at least ZAR 15700 available."
request_216,481.37,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 15 September 2026. No eligible option keeps the USD 1800 minimum protected.
request_217,19627.41,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,"Use 3 installments of ZAR 12889.07, starting 19 March 2024. This keeps at least ZAR 26800 available."
request_218,25812077.93,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-13,none,"Use 3 installments of IDR 21195893.33, starting 07 August 2025. This keeps at least IDR 34477200 available."
request_219,700.91,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-14,none,"Use 3 installments of EUR 580.01, starting 07 April 2026. This keeps at least EUR 1100 available."
request_220,74.88,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 03 July 2024. No eligible option keeps the EUR 1100 minimum protected.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 today. This keeps at least INR 81500 available over the next 90 days.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 today. This keeps at least ZAR 27300 available over the next 90 days.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 today. This keeps at least EUR 800 available over the next 90 days.
request_224,10041849.31,affordable_with_plan,partial_payment,2025-02-04:10041849.31|2025-02-14:285150.69,2025-02-14,none,Pay IDR 10041849.31 today and the remaining IDR 285150.69 on 14 February 2025; the minimum balance remains protected.
request_225,9744726.03,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-13,none,"Use 3 installments of IDR 7647120, starting 20 July 2026. This keeps at least IDR 17670700 available."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Pay INR 157000 today. This keeps at least INR 209400 available over the next 90 days.
request_227,7052.18,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 20 June 2025. No eligible option keeps the INR 62900 minimum protected.
request_228,3496222.44,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 30 April 2026. No eligible option keeps the IDR 26191200 minimum protected.
request_229,468.92,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-18,none,"Use 3 installments of EUR 529.29, starting 18 March 2024. This keeps at least EUR 1000 available."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,Pay EUR 3537.6 today. This keeps at least EUR 2000 available over the next 90 days.
request_231,31649.03,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-02-13,none,"Use 3 installments of ZAR 12378.08, starting 06 January 2026. This keeps at least ZAR 24300 available."
request_232,704.53,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 15 August 2024. No eligible option keeps the EUR 2400 minimum protected.
request_233,0,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 17 December 2025. No eligible option keeps the IDR 10365700 minimum protected.
request_234,181.93,affordable_later,wait,2026-09-13:1213.3,2026-09-13,none,"Wait until 13 September 2026, then pay EUR 1213.3 in full; paying sooner would put the EUR 700 minimum at risk."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 today. This keeps at least USD 700 available over the next 90 days.
request_236,5718754.78,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 23 February 2025. No eligible option keeps the IDR 16768600 minimum protected.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 today. This keeps at least IDR 22431500 available over the next 90 days.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 07 December 2024. This keeps at least USD 700 available."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today. This keeps at least USD 600 available over the next 90 days.
request_240,13489.24,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 20 March 2026. No eligible option keeps the INR 52800 minimum protected.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7298026.67, starting 17 March 2024. This keeps at least IDR 19252000 available."
request_242,0,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 25 August 2025. No eligible option keeps the EUR 600 minimum protected.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 today. This keeps at least ZAR 19900 available over the next 90 days.
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,Pay ZAR 49918 today. This keeps at least ZAR 45900 available over the next 90 days.
request_245,23945.34,affordable_later,wait,2026-01-13:128500,2026-01-13,none,"Wait until 13 January 2026, then pay INR 128500 in full; paying sooner would put the INR 94600 minimum at risk."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22216.48, starting 03 April 2026. This keeps at least ZAR 39300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Pay EUR 1059.3 today. This keeps at least EUR 1300 available over the next 90 days.
request_248,1134.79,affordable_with_plan,partial_payment,2025-02-07:1134.79|2025-02-20:830.81,2025-02-20,none,Pay USD 1134.79 today and the remaining USD 830.81 on 20 February 2025; the minimum balance remains protected.
request_249,128.12,affordable_later,wait,2026-03-15:643.2,2026-03-15,none,"Wait until 15 March 2026, then pay USD 643.2 in full; paying sooner would put the USD 600 minimum at risk."
request_250,15490.98,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 18 January 2025. No eligible option keeps the ZAR 35300 minimum protected.
request_251,1513.6,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 06 June 2025. No eligible option keeps the EUR 1300 minimum protected.
request_252,3895065.29,affordable_later,wait,2026-09-13:28082000,2026-09-13,none,"Wait until 13 September 2026, then pay IDR 28082000 in full; paying sooner would put the IDR 15152200 minimum at risk."
request_253,1370.68,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-05-18,none,"Use 3 installments of EUR 984.6, starting 21 March 2024. This keeps at least EUR 2300 available."
request_254,861.79,affordable_later,wait,2025-10-13:3535.2,2025-10-13,none,"Wait until 13 October 2025, then pay USD 3535.2 in full; paying sooner would put the USD 2500 minimum at risk."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay IDR 3345000 today. This keeps at least IDR 9813900 available over the next 90 days.
request_256,161563.65,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-14,none,"Use 3 installments of INR 75816, starting 10 June 2024. This keeps at least INR 168600 available."
request_257,365.88,affordable_later,wait,2025-12-14:1352.4,2025-12-14,none,"Wait until 14 December 2025, then pay USD 1352.4 in full; paying sooner would put the USD 1600 minimum at risk."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Pay USD 1113.6 today. This keeps at least USD 500 available over the next 90 days.
request_259,252.73,affordable_later,wait,2024-11-13:935,2024-11-13,none,"Wait until 13 November 2024, then pay EUR 935 in full; paying sooner would put the EUR 600 minimum at risk."
request_260,6353946.39,affordable_with_plan,partial_payment,2025-02-06:6353946.39|2025-04-15:45725053.61,2025-04-15,none,Pay IDR 6353946.39 today and the remaining IDR 45725053.61 on 15 April 2025; the minimum balance remains protected.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay EUR 1830.4 today. This keeps at least EUR 1500 available over the next 90 days.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay IDR 9236000 today. This keeps at least IDR 31018500 available over the next 90 days.
request_263,5853.4,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 15 June 2025. No eligible option keeps the ZAR 24100 minimum protected.
request_264,23325.23,affordable_later,wait,2026-06-13:111300,2026-06-13,none,"Wait until 13 June 2026, then pay INR 111300 in full; paying sooner would put the INR 59500 minimum at risk."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Pay INR 45970 today. This keeps at least INR 189700 available over the next 90 days.
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"Use 3 installments of EUR 324.13, starting 03 August 2025. This keeps at least EUR 900 available."
request_267,1638.66,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-13,stop:event_24573,"Adjust flexible spending, then use 3 installments of EUR 667.33, starting 08 January 2026. This keeps at least EUR 1500 available."
request_268,1036.56,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-14,none,"Use 3 installments of EUR 841.22, starting 14 June 2024. This keeps at least EUR 1400 available."
request_269,0,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 02 January 2026. No eligible option keeps the ZAR 23100 minimum protected.
request_270,93.17,not_affordable,not_recommended,none,,none,Do not proceed with this payment by 30 August 2026. No eligible option keeps the USD 1400 minimum protected.
request_271,5278.26,affordable_later,wait,2024-11-18:91300,2024-11-18,none,"Wait until 18 November 2024, then pay INR 91300 in full; paying sooner would put the INR 58200 minimum at risk."
request_272,5397405.34,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-16,none,"Use 3 installments of IDR 4709466.67, starting 12 February 2025. This keeps at least IDR 7508600 available."
request_273,9653268.42,affordable_with_plan,partial_payment,2026-04-07:9653268.42|2026-04-14:6207731.58,2026-04-14,none,Pay IDR 9653268.42 today and the remaining IDR 6207731.58 on 14 April 2026; the minimum balance remains protected.
request_274,2135.24,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-01-16,reduce_to:event_25181:51.6,"Adjust flexible spending, then use 3 installments of EUR 940.75, starting 04 December 2024. This keeps at least EUR 1800 available."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 today. This keeps at least IDR 12760100 available over the next 90 days.
